"IDADE";"SALARIO_ANUAL";"PROPRIEDADE";"ANOS_TRABALHANDO";"MOTIVO_EMPRESTIMO";"PONTUACAO_EMPRESTIMO";"VALOR_EMPRESTIMO";"TAXA_JUROS";"POSSIBILIDADE_INADIMPLENCIA";"RENDA_PERCENTUAL_EMPRESTIMO";"INADIMPLENTE";"SOLICITACAO_CREDITO_CARTAO_DEBITO"
25;120000;"Hipoteca";4.0;"Melhora do lar";"A";6000;6.76;0;12.5;"N";3
22;155000;"Hipoteca";7.0;"Pagamento de débito";"B";4000;11.14;0;8.3;"N";3
28;48500;"Alugado";3.0;"Empreendimento";"D";7500;12.86;0;15.6;"N";7
32;129000;"Alugado";0.0;"Médico";"B";20000;0.0;0;41.7;"N";10
24;36996;"Hipoteca";7.0;"Pessoal";"D";7800;0.0;0;16.2;"Y";3
31;67000;"Alugado";0.0;"Médico";"C";14575;0.0;1;30.4;"";4
27;53004;"Hipoteca";10.0;"Pagamento de débito";"B";5600;11.86;0;11.7;"N";6
26;60996;"Hipoteca";2.0;"Pessoal";"B";12000;12.21;0;25.0;"N";4
26;30000;"Alugado";6.0;"Médico";"B";11700;11.71;1;24.4;"N";2
30;82060;"Alugado";1.0;"Educativo";"A";7200;0.0;0;15.0;"N";7
28;48000;"Alugado";0.0;"Melhora do lar";"C";7000;12.68;1;14.6;"N";10
23;69996;"Alugado";4.0;"Pessoal";"C";15000;13.43;0;31.2;"Y";4
27;56004;"Hipoteca";4.0;"Pessoal";"A";3100;9.32;0;6.5;"N";7
25;50000;"Alugado";6.0;"Educativo";"A";10000;7.49;0;20.8;"N";3
31;70000;"Alugado";0.0;"Pessoal";"C";10000;0.0;0;20.8;"Y";8
22;45600;"Alugado";5.0;"Empreendimento";"D";10000;14.61;0;20.8;"N";4
27;50000;"Alugado";11.0;"Melhora do lar";"C";5500;12.73;1;11.5;"N";7
29;45500;"Hipoteca";6.0;"Melhora do lar";"B";10000;10.65;0;20.8;"N";10
25;75000;"Hipoteca";2.0;"Pagamento de débito";"C";12000;0.0;0;25.0;"Y";3
49;41869;"Hipoteca";8.0;"Educativo";"A";8000;7.14;0;16.7;"N";15
26;24000;"Própria";0.0;"Médico";"B";2500;11.83;0;5.2;"N";4
25;95000;"Alugado";0.0;"Pagamento de débito";"B";2400;9.25;0;5.0;"N";2
23;76896;"Hipoteca";8.0;"Educativo";"B";25000;11.71;0;52.1;"N";2
30;58000;"Hipoteca";2.0;"Melhora do lar";"C";9000;13.23;0;18.8;"N";6
26;54000;"Hipoteca";10.0;"Médico";"A";8500;5.42;1;17.7;"N";3
45;52000;"Alugado";0.0;"Médico";"A";1500;8.94;0;3.1;"N";13
23;60000;"Alugado";7.0;"Pagamento de débito";"B";1200;0.0;0;2.5;"N";3
33;125000;"Própria";17.0;"Pessoal";"A";3000;7.75;0;6.2;"N";8
37;48000;"Hipoteca";4.0;"Melhora do lar";"A";7000;7.9;0;14.6;"N";15
23;29004;"Própria";1.0;"Empreendimento";"C";2000;13.16;0;4.2;"N";3
32;53100;"";14.0;"Médico";"B";6000;5.42;0;12.5;"N";4
25;28000;"Própria";4.0;"Empreendimento";"B";12200;12.53;0;25.4;"N";4
29;45000;"Alugado";1.0;"Melhora do lar";"A";6000;5.79;1;12.5;"N";10
46;60000;"Hipoteca";7.0;"Educativo";"A";3600;6.99;0;7.5;"N";12
27;76800;"Hipoteca";3.0;"Educativo";"B";5000;11.49;0;10.4;"N";7
22;35000;"Alugado";4.0;"Empreendimento";"C";1000;0.0;0;2.1;"Y";3
23;75000;"Alugado";0.0;"Pagamento de débito";"A";10000;9.63;0;20.8;"N";2
30;180000;"Hipoteca";11.0;"Empreendimento";"D";28000;14.91;0;58.3;"Y";5
24;64600;"Alugado";2.0;"Pessoal";"A";5000;7.9;0;10.4;"N";3
26;100000;"Alugado";6.0;"Empreendimento";"C";14000;13.85;0;29.2;"N";4
21;18864;"Alugado";0.0;"Melhora do lar";"B";3000;10.99;1;6.2;"N";4
25;76344;"Alugado";2.0;"Educativo";"A";5000;9.63;0;10.4;"N";3
21;35000;"Própria";2.0;"Médico";"A";11000;7.88;0;22.9;"N";2
27;54000;"Hipoteca";0.0;"Pessoal";"D";12000;16.49;1;25.0;"N";5
26;82400;"Alugado";10.0;"Empreendimento";"C";2500;13.92;0;5.2;"N";3
30;65000;"Hipoteca";3.0;"Empreendimento";"D";20000;16.77;0;41.7;"Y";6
22;47800;"Hipoteca";3.0;"Médico";"B";15000;11.86;0;31.2;"N";4
23;195000;"Hipoteca";0.0;"Educativo";"B";20000;9.63;0;41.7;"N";3
25;115000;"Hipoteca";4.0;"Empreendimento";"A";20000;6.91;0;41.7;"N";2
25;80000;"Hipoteca";5.0;"Pessoal";"A";18000;5.79;0;37.5;"N";3
27;115000;"Hipoteca";0.0;"Educativo";"A";12000;7.29;0;25.0;"N";6
22;56920;"Hipoteca";6.0;"Empreendimento";"D";10000;14.59;1;20.8;"Y";2
39;55000;"Alugado";3.0;"Empreendimento";"B";10000;10.99;0;20.8;"N";13
32;47500;"Alugado";2.0;"Médico";"B";5300;11.49;0;11.0;"N";8
36;62962;"Alugado";2.0;"Educativo";"B";15000;11.71;1;31.2;"N";13
29;50000;"Própria";8.0;"Melhora do lar";"B";9725;12.12;0;20.3;"N";6
32;65000;"Alugado";16.0;"Pagamento de débito";"C";12400;13.49;0;25.8;"Y";6
24;18000;"Alugado";3.0;"Médico";"D";5400;15.99;1;11.2;"Y";3
37;140000;"Hipoteca";15.0;"Melhora do lar";"A";14000;7.51;0;29.2;"N";12
0;50000;"Alugado";1.0;"Pagamento de débito";"A";5000;0.0;0;10.4;"N";2
23;61615;"Hipoteca";4.0;"Pessoal";"B";13000;10.62;0;27.1;"N";4
22;2070000;"Alugado";2.0;"Empreendimento";"D";5175;12.53;1;10.8;"";2
26;105000;"Hipoteca";11.0;"Médico";"A";5000;8.49;0;10.4;"N";4
24;46000;"Hipoteca";6.0;"Pagamento de débito";"D";12000;14.83;1;25.0;"Y";3
29;26000;"Alugado";2.0;"Empreendimento";"C";1500;12.99;0;3.1;"Y";6
38;74237;"Hipoteca";4.0;"Pagamento de débito";"C";18000;14.35;0;37.5;"N";17
37;79992;"Hipoteca";2.0;"Pessoal";"C";9000;0.0;1;18.8;"Y";14
24;60000;"Hipoteca";8.0;"Empreendimento";"B";10000;0.0;0;20.8;"";9
28;48000;"Hipoteca";1.0;"Educativo";"A";10000;6.92;0;20.8;"N";8
25;35392;"Alugado";9.0;"Educativo";"A";6000;7.4;0;12.5;"N";3
38;36000;"Alugado";10.0;"Médico";"B";9000;11.83;0;18.8;"N";11
22;48996;"Alugado";4.0;"Educativo";"C";10000;12.87;0;20.8;"N";2
23;45000;"Alugado";4.0;"Educativo";"B";12000;12.69;0;25.0;"N";4
29;30000;"Alugado";3.0;"Médico";"B";5000;11.49;0;10.4;"N";9
22;75000;"Hipoteca";6.0;"Pessoal";"A";9000;7.14;0;18.8;"N";2
26;80000;"Alugado";0.0;"Empreendimento";"C";9000;13.16;0;18.8;"Y";2
26;45000;"Hipoteca";6.0;"Médico";"C";6000;14.27;0;12.5;"Y";4
25;37200;"Alugado";6.0;"Melhora do lar";"A";9600;5.99;1;20.0;"N";4
25;72345;"Alugado";10.0;"Educativo";"C";10000;12.99;0;20.8;"N";4
23;27350;"Hipoteca";5.0;"Empreendimento";"B";1925;0.0;0;4.0;"N";3
32;40000;"Própria";2.0;"Empreendimento";"C";7000;12.68;0;14.6;"N";5
26;96000;"Alugado";4.0;"Pessoal";"D";1500;0.0;0;3.1;"Y";2
25;39000;"Alugado";4.0;"Melhora do lar";"D";15000;12.92;1;31.2;"N";2
22;82000;"Alugado";2.0;"Educativo";"B";1600;11.89;0;3.3;"N";2
22;60000;"Alugado";0.0;"Educativo";"C";3600;15.27;0;7.5;"Y";2
27;45000;"Própria";4.0;"Empreendimento";"C";20000;12.84;0;41.7;"N";10
37;66560;"Alugado";11.0;"Pagamento de débito";"B";7200;10.0;0;15.0;"N";15
23;60000;"Hipoteca";6.0;"Educativo";"B";11500;11.26;0;24.0;"N";2
30;48000;"Hipoteca";9.0;"Educativo";"A";3000;7.4;0;6.2;"N";7
28;15600;"Alugado";4.0;"Melhora do lar";"B";5000;10.37;1;10.4;"N";9
24;65544;"Própria";0.0;"Educativo";"B";9500;11.26;0;19.8;"N";7
29;44500;"Alugado";3.0;"Empreendimento";"C";14400;13.61;1;30.0;"Y";10
39;86000;"Alugado";19.0;"Melhora do lar";"D";6000;14.84;0;12.5;"Y";13
28;59000;"Alugado";2.0;"Pagamento de débito";"C";5000;15.23;1;10.4;"N";6
24;52000;"Hipoteca";2.0;"Educativo";"B";18000;11.71;0;37.5;"N";3
24;48720;"Alugado";0.0;"Educativo";"C";10000;13.85;0;20.8;"Y";3
29;27048;"Alugado";5.0;"Pagamento de débito";"B";3500;11.99;0;7.3;"N";7
22;26000;"Hipoteca";6.0;"Empreendimento";"C";17000;12.84;1;35.4;"Y";4
0;26237;"Alugado";0.0;"Empreendimento";"";8400;7.51;0;17.5;"N";4
37;93000;"Hipoteca";2.0;"Empreendimento";"B";18000;12.18;0;37.5;"N";11
27;84000;"Alugado";7.0;"Médico";"C";12000;13.16;0;25.0;"N";5
23;50000;"Alugado";1.0;"Médico";"A";4000;5.42;0;8.3;"N";2
21;17916;"Alugado";1.0;"Médico";"A";3000;6.0;1;6.2;"N";3
25;42000;"Alugado";8.0;"Médico";"A";7000;5.79;0;14.6;"N";2
24;100000;"Hipoteca";8.0;"Educativo";"A";16800;7.88;0;35.0;"N";4
29;89849;"Hipoteca";13.0;"Educativo";"C";6000;13.98;0;12.5;"Y";5
25;97750;"Própria";9.0;"Médico";"E";20000;17.39;1;41.7;"Y";3
27;26000;"Alugado";6.0;"Médico";"B";4000;10.25;0;8.3;"N";10
23;31000;"Alugado";1.0;"Pagamento de débito";"A";1500;8.94;0;3.1;"N";3
25;65454;"Hipoteca";9.0;"Pagamento de débito";"B";8400;11.99;0;17.5;"N";2
29;27000;"Alugado";8.0;"Médico";"A";5000;6.76;0;10.4;"N";8
37;80000;"Hipoteca";5.0;"Pagamento de débito";"B";10000;9.99;0;20.8;"N";13
22;74000;"Alugado";6.0;"Pessoal";"B";12600;10.65;0;26.2;"N";3
25;95000;"Hipoteca";5.0;"Pagamento de débito";"B";18000;10.99;0;37.5;"N";3
27;95000;"Hipoteca";11.0;"Pagamento de débito";"C";18000;13.48;0;37.5;"N";9
27;41400;"Alugado";2.0;"Pagamento de débito";"B";9600;0.0;0;20.0;"N";5
24;33600;"Alugado";0.0;"";"C";8000;0.0;0;16.7;"Y";9
31;57600;"Hipoteca";5.0;"Educativo";"B";15000;10.25;0;31.2;"N";10
22;28000;"Alugado";5.0;"Pessoal";"B";8000;0.0;0;16.7;"Y";2
32;26000;"Própria";4.0;"Empreendimento";"C";13750;13.11;0;28.6;"Y";10
21;66000;"Hipoteca";5.0;"Educativo";"A";4500;7.49;0;9.4;"N";2
27;60000;"Hipoteca";3.0;"Pessoal";"B";6000;11.48;0;12.5;"N";8
40;53000;"Hipoteca";2.0;"Médico";"B";3000;10.62;0;6.2;"N";17
23;95000;"Alugado";4.0;"Educativo";"B";12000;9.63;0;25.0;"N";4
36;6000000;"Alugado";0.0;"Empreendimento";"E";14400;12.53;0;30.0;"N";2
22;115000;"Alugado";4.0;"Médico";"A";4800;7.88;0;10.0;"N";2
29;36000;"Própria";4.0;"Melhora do lar";"A";5300;7.14;0;11.0;"N";6
24;83290;"Hipoteca";5.0;"Pagamento de débito";"A";6000;9.32;1;12.5;"N";3
32;50000;"Própria";16.0;"Melhora do lar";"A";8000;7.49;0;16.7;"N";9
24;24000;"Própria";0.0;"Empreendimento";"B";7100;12.42;0;14.8;"N";3
34;87360;"Hipoteca";11.0;"Pessoal";"B";12000;11.11;0;25.0;"N";5
23;12000;"Alugado";0.0;"Médico";"A";2100;8.94;1;4.4;"N";2
27;120000;"Hipoteca";7.0;"Educativo";"A";3775;0.0;0;7.9;"N";6
24;32000;"Alugado";5.0;"Médico";"C";1900;13.49;0;4.0;"Y";2
28;150000;"Alugado";1.0;"Médico";"C";12500;14.35;0;26.0;"Y";8
24;75000;"Alugado";7.0;"Pessoal";"C";12000;0.0;0;25.0;"Y";3
24;62000;"Alugado";1.0;"Médico";"C";1600;13.85;0;3.3;"Y";4
25;77500;"Alugado";3.0;"Melhora do lar";"A";3000;6.54;0;6.2;"N";4
31;40000;"Hipoteca";5.0;"Pessoal";"A";14000;6.03;0;29.2;"N";10
28;55000;"Alugado";3.0;"Empreendimento";"C";5000;12.53;0;10.4;"Y";5
24;80000;"Hipoteca";8.0;"Empreendimento";"D";5000;15.62;0;10.4;"N";2
30;54000;"Alugado";14.0;"Pessoal";"D";4425;17.49;0;9.2;"Y";9
47;168000;"Hipoteca";13.0;"Educativo";"A";8775;8.49;0;18.3;"N";12
26;67000;"Alugado";6.0;"Educativo";"C";2000;0.0;0;4.2;"N";4
23;55000;"Alugado";7.0;"Empreendimento";"C";8000;13.11;0;16.7;"N";3
27;45000;"Hipoteca";8.0;"Pagamento de débito";"A";16750;8.94;0;34.9;"N";7
30;85000;"Própria";12.0;"Empreendimento";"A";7800;6.03;0;16.2;"N";10
29;55000;"Alugado";3.0;"Educativo";"B";14000;11.48;0;29.2;"N";7
21;27000;"Alugado";1.0;"Educativo";"A";4800;7.51;0;10.0;"N";2
22;45449;"Alugado";6.0;"Médico";"B";12000;0.0;1;25.0;"N";4
27;59578;"Alugado";11.0;"Melhora do lar";"D";6000;14.59;0;12.5;"Y";7
29;50000;"Hipoteca";0.0;"Pessoal";"A";6300;6.62;0;13.1;"N";10
23;85000;"";7.0;"";"A";20000;17.74;0;41.7;"Y";5
31;40740;"Hipoteca";16.0;"Melhora do lar";"A";6400;8.49;0;13.3;"N";6
23;45000;"Alugado";7.0;"Educativo";"D";4000;14.96;0;8.3;"N";4
24;110000;"Hipoteca";8.0;"Educativo";"A";6000;8.59;0;12.5;"N";3
53;80000;"Própria";8.0;"Pessoal";"A";15000;6.62;0;31.2;"N";24
21;29000;"Alugado";5.0;"Pagamento de débito";"B";10000;10.0;1;20.8;"N";4
24;42000;"Alugado";8.0;"Pagamento de débito";"C";6000;12.68;0;12.5;"N";4
24;47000;"Alugado";8.0;"Pagamento de débito";"B";0;11.49;0;0.0;"N";4
23;70550;"Alugado";0.0;"Médico";"E";14000;17.51;1;29.2;"Y";2
21;65000;"Alugado";1.0;"Educativo";"B";10000;9.99;0;20.8;"N";2
26;71004;"Alugado";0.0;"Pagamento de débito";"D";20000;13.36;1;41.7;"N";2
29;150000;"Hipoteca";0.0;"Melhora do lar";"C";10700;14.22;0;22.3;"N";9
24;75000;"Própria";8.0;"Melhora do lar";"B";29800;0.0;0;62.1;"N";4
34;57000;"Alugado";7.0;"Pagamento de débito";"C";4800;0.0;1;10.0;"Y";10
33;87000;"Hipoteca";17.0;"Empreendimento";"E";9000;17.93;0;18.8;"Y";7
22;70000;"Alugado";6.0;"Educativo";"A";8000;6.99;0;16.7;"N";2
25;18840;"Hipoteca";5.0;"Educativo";"B";3000;9.91;1;6.2;"N";2
22;63000;"Hipoteca";2.0;"Médico";"A";12000;7.66;0;25.0;"N";3
30;44000;"Alugado";1.0;"Educativo";"B";8500;11.36;0;17.7;"N";7
23;100000;"Hipoteca";2.0;"Pagamento de débito";"A";14000;6.17;0;29.2;"N";4
21;12000;"Hipoteca";5.0;"Pagamento de débito";"E";3250;15.68;1;6.8;"Y";2
28;25000;"Hipoteca";12.0;"Melhora do lar";"C";10625;14.27;0;22.1;"Y";6
24;83904;"Hipoteca";8.0;"Pagamento de débito";"D";16000;16.07;1;33.3;"Y";4
29;61848;"Própria";13.0;"Empreendimento";"B";5000;10.38;0;10.4;"N";10
28;65984;"Alugado";12.0;"Médico";"D";10000;15.33;1;20.8;"N";5
35;45000;"Hipoteca";16.0;"Médico";"C";6500;13.98;0;13.5;"N";10
39;54000;"Alugado";4.0;"Pagamento de débito";"C";12000;14.22;1;25.0;"Y";12
24;39000;"Alugado";3.0;"Educativo";"A";1500;8.49;1;3.1;"N";3
27;120000;"Alugado";2.0;"Educativo";"B";11050;12.69;0;23.0;"N";6
29;27996;"Alugado";4.0;"Médico";"A";4000;6.92;0;8.3;"N";7
48;42000;"Hipoteca";3.0;"Pagamento de débito";"C";14400;12.87;1;30.0;"Y";17
24;65450;"Alugado";7.0;"Pagamento de débito";"A";9600;8.49;0;20.0;"N";2
34;51312;"Alugado";0.0;"Melhora do lar";"C";18000;13.85;1;37.5;"N";10
24;125000;"Hipoteca";9.0;"Pagamento de débito";"B";25000;10.0;0;52.1;"N";2
27;45600;"Hipoteca";6.0;"Empreendimento";"A";15350;8.9;0;32.0;"N";10
23;34000;"Própria";7.0;"Empreendimento";"A";10950;7.29;0;22.8;"N";2
27;95004;"Hipoteca";1.0;"Pessoal";"A";15000;7.51;0;31.2;"N";9
23;45312;"Alugado";3.0;"Educativo";"A";13500;7.88;0;28.1;"N";3
27;74400;"Hipoteca";11.0;"Pagamento de débito";"D";10000;16.0;1;20.8;"Y";6
24;65000;"Alugado";1.0;"Médico";"A";4000;5.42;0;8.3;"N";2
28;62040;"Alugado";0.0;"Pessoal";"C";13400;13.06;0;27.9;"Y";6
22;57564;"Hipoteca";6.0;"Pagamento de débito";"B";21000;11.48;0;43.8;"N";3
22;31200;"Hipoteca";0.0;"";"A";25000;15.58;0;52.1;"Y";15
28;50000;"Hipoteca";12.0;"Empreendimento";"B";3000;10.36;0;6.2;"N";7
22;62000;"Alugado";0.0;"";"C";0;9.63;1;0.0;"N";3
22;43000;"Alugado";3.0;"Médico";"D";10000;16.77;1;20.8;"N";2
23;89000;"Alugado";8.0;"Pagamento de débito";"D";8000;14.74;1;16.7;"N";3
49;45000;"Alugado";8.0;"Pessoal";"C";10000;14.22;0;20.8;"N";12
32;56000;"Hipoteca";5.0;"Pessoal";"A";10000;7.14;0;20.8;"N";8
25;41412;"Alugado";0.0;"Médico";"B";7600;11.12;0;15.8;"N";4
41;42000;"Alugado";0.0;"Empreendimento";"C";4000;13.43;0;8.3;"N";14
26;50000;"Alugado";10.0;"Pessoal";"B";18950;0.0;1;39.5;"N";3
22;42000;"Alugado";2.0;"Educativo";"A";6500;5.99;0;13.5;"N";2
46;105000;"Alugado";4.0;"Educativo";"A";6000;7.14;0;12.5;"N";16
24;40000;"Alugado";1.0;"Empreendimento";"B";9000;11.99;0;18.8;"N";4
22;90000;"Hipoteca";1.0;"Educativo";"C";2500;13.22;0;5.2;"N";2
23;80000;"Alugado";5.0;"Empreendimento";"A";18000;8.49;0;37.5;"N";3
30;42000;"";1.0;"Pagamento de débito";"A";14000;0.0;0;29.2;"N";2
22;41300;"Alugado";1.0;"Empreendimento";"A";5800;7.43;0;12.1;"N";3
53;34000;"Hipoteca";0.0;"Médico";"B";10000;10.39;1;20.8;"N";30
25;41000;"Alugado";9.0;"Médico";"B";5000;11.71;0;10.4;"N";2
22;42000;"Hipoteca";7.0;"Pagamento de débito";"B";9350;12.69;0;19.5;"N";2
27;32400;"Alugado";7.0;"Médico";"C";5000;0.0;0;10.4;"N";6
22;88000;"Hipoteca";6.0;"Pagamento de débito";"F";25000;18.09;1;52.1;"N";2
37;37000;"Hipoteca";7.0;"Educativo";"B";4000;10.59;0;8.3;"N";12
27;12000;"Alugado";0.0;"Empreendimento";"C";4000;14.22;1;8.3;"Y";7
30;78000;"Alugado";4.0;"Melhora do lar";"D";25000;0.0;1;52.1;"Y";9
30;36996;"Alugado";5.0;"Educativo";"A";10000;8.9;0;20.8;"N";6
24;140300;"Hipoteca";6.0;"Médico";"B";6000;11.14;0;12.5;"N";3
25;60000;"Alugado";3.0;"Empreendimento";"A";12000;5.42;0;25.0;"N";3
36;280000;"Alugado";3.0;"Pagamento de débito";"";0;17.56;1;0.0;"N";8
23;48000;"Alugado";7.0;"Pagamento de débito";"A";9800;7.88;0;20.4;"N";4
25;48000;"Alugado";4.0;"Educativo";"C";1200;12.68;0;2.5;"N";4
23;54504;"Alugado";1.0;"Pessoal";"E";20000;16.7;1;41.7;"Y";4
33;96000;"Hipoteca";0.0;"Pagamento de débito";"C";8000;13.72;0;16.7;"N";5
21;90000;"Própria";6.0;"Médico";"A";12000;6.03;0;25.0;"N";3
29;33048;"Alugado";2.0;"Médico";"C";1800;12.53;0;3.8;"N";8
34;79000;"Hipoteca";1.0;"Pessoal";"A";4800;9.32;0;10.0;"N";6
0;44600;"Alugado";0.0;"Educativo";"C";0;11.89;0;0.0;"N";10
25;42000;"Hipoteca";9.0;"Melhora do lar";"B";12000;9.91;0;25.0;"N";2
25;100000;"Hipoteca";9.0;"Melhora do lar";"A";11650;6.62;0;24.3;"N";3
32;37965;"Alugado";3.0;"Pessoal";"A";10000;9.63;0;20.8;"N";6
23;65500;"Alugado";2.0;"Pagamento de débito";"C";20000;13.22;1;41.7;"N";2
34;62100;"Alugado";1.0;"Educativo";"B";10500;11.26;0;21.9;"N";5
54;107000;"Alugado";27.0;"Empreendimento";"B";10000;9.91;0;20.8;"N";20
23;3846154;"Hipoteca";7.0;"Médico";"A";10000;12.21;0;20.8;"N";2
39;51000;"Própria";12.0;"Educativo";"C";12000;11.34;0;25.0;"N";17
22;72100;"Hipoteca";2.0;"Educativo";"A";13000;0.0;0;27.1;"N";3
23;39000;"Alugado";7.0;"Médico";"D";6000;14.09;1;12.5;"Y";3
25;108820;"Alugado";4.0;"Educativo";"B";15000;9.63;0;31.2;"N";3
32;110000;"Hipoteca";0.0;"Empreendimento";"B";23000;11.48;0;47.9;"N";9
37;35000;"Própria";0.0;"Médico";"A";16000;8.9;0;33.3;"N";11
25;42000;"Hipoteca";1.0;"Empreendimento";"A";13975;8.9;0;29.1;"N";4
24;73500;"Alugado";3.0;"Melhora do lar";"C";5000;12.99;0;10.4;"N";4
28;15360;"Alugado";2.0;"Pessoal";"B";5375;9.91;1;11.2;"N";5
36;48686;"Alugado";21.0;"Médico";"D";12000;13.99;0;25.0;"N";13
23;90000;"Alugado";0.0;"Pagamento de débito";"B";25000;11.36;0;52.1;"N";3
22;34000;"Alugado";4.0;"Médico";"D";3800;18.25;1;7.9;"Y";3
48;130000;"Alugado";2.0;"Educativo";"B";24000;9.91;0;50.0;"N";15
22;42000;"Alugado";4.0;"Pagamento de débito";"C";4800;14.35;0;10.0;"N";4
34;46500;"Hipoteca";18.0;"Educativo";"D";8500;0.0;0;17.7;"N";9
36;49901;"Hipoteca";13.0;"Melhora do lar";"C";8400;13.61;0;17.5;"Y";12
27;52680;"Própria";11.0;"Pessoal";"D";8000;14.54;0;16.7;"N";10
23;33996;"Alugado";7.0;"Pessoal";"";10000;6.91;0;20.8;"N";2
25;69000;"Alugado";1.0;"Pessoal";"D";8000;13.99;1;16.7;"N";2
25;128500;"Hipoteca";1.0;"Melhora do lar";"C";15000;12.53;0;31.2;"Y";3
33;55000;"Própria";4.0;"Melhora do lar";"A";12000;7.51;0;25.0;"N";9
23;66500;"Alugado";0.0;"Empreendimento";"A";5675;0.0;0;11.8;"N";2
22;54000;"Hipoteca";6.0;"Pagamento de débito";"B";3000;10.0;0;6.2;"N";3
28;50000;"Alugado";7.0;"Empreendimento";"F";14000;19.04;0;29.2;"Y";5
35;90000;"Alugado";0.0;"Empreendimento";"B";12000;10.99;0;25.0;"N";9
25;31000;"Alugado";5.0;"Pagamento de débito";"D";9600;16.77;1;20.0;"N";3
23;47004;"Alugado";1.0;"Empreendimento";"B";24000;11.58;1;50.0;"N";4
25;62000;"Alugado";2.0;"Melhora do lar";"A";13000;6.91;0;27.1;"N";2
30;43200;"Alugado";6.0;"Empreendimento";"B";8600;11.36;0;17.9;"N";5
27;48000;"Hipoteca";11.0;"Pagamento de débito";"A";5650;5.42;0;11.8;"N";8
22;35000;"Alugado";1.0;"Educativo";"C";5700;12.99;0;11.9;"N";3
24;23000;"Alugado";0.0;"Educativo";"";3000;10.75;0;6.2;"";2
27;64800;"Hipoteca";12.0;"Empreendimento";"A";6500;0.0;0;13.5;"N";6
22;72060;"Hipoteca";7.0;"Educativo";"B";5500;11.71;0;11.5;"N";3
23;34000;"Alugado";1.0;"Educativo";"B";15000;11.71;1;31.2;"N";4
32;29000;"Alugado";0.0;"Educativo";"D";8000;18.25;1;16.7;"N";6
25;34000;"Hipoteca";2.0;"Médico";"C";15450;11.22;1;32.2;"Y";4
31;36000;"Alugado";5.0;"Melhora do lar";"E";13000;20.3;1;27.1;"Y";5
26;78200;"Hipoteca";3.0;"Médico";"C";15000;14.27;1;31.2;"Y";4
21;18000;"Própria";5.0;"Empreendimento";"B";3375;0.0;1;7.0;"N";2
33;44000;"Hipoteca";6.0;"Pagamento de débito";"D";4500;14.74;1;9.4;"N";10
32;29962;"Alugado";4.0;"Médico";"B";8000;12.53;0;16.7;"N";7
26;34200;"Alugado";9.0;"Médico";"D";9450;15.62;1;19.7;"N";3
30;110000;"Hipoteca";0.0;"Médico";"A";6000;6.92;0;12.5;"N";8
33;68000;"Alugado";3.0;"Educativo";"B";4000;10.99;0;8.3;"N";10
29;32000;"Alugado";1.0;"Pessoal";"D";6525;16.07;1;13.6;"Y";9
23;30500;"Hipoteca";6.0;"Médico";"D";3000;14.96;1;6.2;"Y";2
25;55000;"Alugado";2.0;"Educativo";"C";18000;12.84;1;37.5;"N";2
28;56000;"Alugado";0.0;"Médico";"F";20000;18.62;1;41.7;"N";7
40;54000;"Alugado";5.0;"Educativo";"D";3000;16.89;1;6.2;"N";15
24;24000;"Alugado";1.0;"Pagamento de débito";"A";3600;6.62;1;7.5;"N";4
22;55000;"Hipoteca";6.0;"Pessoal";"C";3250;13.49;0;6.8;"Y";4
33;61200;"Alugado";3.0;"Médico";"D";7000;14.96;1;14.6;"Y";8
32;106300;"Hipoteca";13.0;"Pessoal";"A";20000;0.0;0;41.7;"N";5
27;108000;"Hipoteca";3.0;"Melhora do lar";"A";13750;5.79;0;28.6;"N";5
23;78000;"Alugado";7.0;"Pagamento de débito";"A";8100;7.29;0;16.9;"N";2
23;60000;"Alugado";1.0;"Pagamento de débito";"A";9000;7.51;0;18.8;"N";3
23;18000;"Alugado";0.0;"Pagamento de débito";"B";4500;12.21;1;9.4;"N";3
29;42000;"Alugado";6.0;"Empreendimento";"C";18000;14.65;1;37.5;"Y";8
27;80000;"Alugado";8.0;"Melhora do lar";"F";12800;18.67;0;26.7;"Y";6
24;104000;"Hipoteca";9.0;"Pessoal";"B";14000;9.99;0;29.2;"N";3
28;39520;"Alugado";0.0;"Empreendimento";"B";6500;11.89;0;13.5;"N";6
24;38272;"Alugado";1.0;"Empreendimento";"C";15250;14.17;1;31.8;"Y";2
25;30000;"Alugado";0.0;"Médico";"B";2000;12.42;0;4.2;"N";2
28;86000;"Hipoteca";12.0;"Educativo";"B";15000;10.62;0;31.2;"N";10
26;33800;"Alugado";4.0;"Pessoal";"C";13000;13.57;1;27.1;"Y";2
26;53004;"Hipoteca";3.0;"Pagamento de débito";"B";5000;10.0;0;10.4;"N";4
48;62000;"Alugado";10.0;"Educativo";"B";14000;12.69;0;29.2;"N";12
23;72000;"Alugado";3.0;"Médico";"A";10800;7.88;0;22.5;"N";2
24;25000;"Alugado";3.0;"Educativo";"D";3250;13.67;0;6.8;"N";4
25;22000;"Alugado";3.0;"Empreendimento";"A";7200;5.79;1;15.0;"N";2
39;67000;"Hipoteca";4.0;"Melhora do lar";"B";15000;10.37;0;31.2;"N";15
29;140000;"Hipoteca";13.0;"Empreendimento";"A";12600;0.0;0;26.2;"N";6
30;80000;"Hipoteca";2.0;"Educativo";"A";3000;6.62;0;6.2;"N";9
27;60000;"Hipoteca";3.0;"Educativo";"A";5075;5.99;0;10.6;"N";8
